15987,0
48389,0
61586,0
18871,1
27193,3
51133,3
34035,4
43776,5
58393,5
524,5
31288,6
56778,6
19871,8
64121,9
65407,10
58829,11
55286,11
14348,11
6137,11
41660,11
39178,12
48266,12
5168,13
48935,13
48983,13
33973,13
50364,13
37981,14
24121,14
57860,14
53516,14
56336,15
15036,15
2194,16
33022,16
45014,18
59952,18
10139,19
42278,20
514,20
38007,20
42726,21
59171,21
65397,22
4548,22
24307,22
61732,23
45631,23
30811,24
8445,24
8424,24
42082,25
63205,25
58310,25
26617,27
41974,28
4384,29
36667,29
49581,29
57789,30
17675,30
11256,31
24349,32
23220,32
20873,32
42316,32
36105,32
17349,33
59642,35
5063,35
22947,35
10800,35
47234,36
9819,36
15109,36
17080,36
5435,36
55842,37
64323,38
1269,39
33065,40
30363,40
4102,40
7477,40
22909,41
33741,42
18576,43
56467,43
26179,43
42517,44
2209,45
21842,45
25304,46
38373,46
55477,46
40137,48
34129,48
45847,48
49870,49
28914,49
47283,49
21744,51
29353,52
19984,54
47431,54
38220,55
36479,55
13163,55
44886,55
29015,56
45821,56
37201,57
3554,57
56781,57
62802,59
8805,59
58719,59
62377,59
62321,60
34223,60
20546,60
43734,61
3861,61
14633,61
48719,62
28302,63
32317,64
33360,64
12049,64
2366,64
35827,64
14772,64
58619,65
4405,66
55077,67
28074,67
26946,67
58648,67
64532,68
24863,68
53242,68
41362,69
53717,69
60408,69
1365,69
21004,69
54541,69
49461,69
42554,70
5673,70
30277,70
19866,71
62389,72
53310,72
31729,73
26966,73
38997,74
3292,74
62575,74
15191,75
50487,75
1175,75
1188,75
29543,75
8400,75
25703,76
56103,76
50294,76
20069,77
1300,77
50166,77
40050,77
16913,77
6748,78
18165,78
20301,79
25142,79
64375,80
30099,80
29842,82
53931,82
46020,82
42339,82
38309,82
28318,83
17418,83
14218,83
18107,84
32171,84
51546,84
20533,84
30249,84
28776,85
7096,85
57764,86
12586,87
6846,87
44191,87
11231,88
33703,88
27535,89
64016,89
31568,89
53034,90
7454,90
18962,90
50623,90
50313,91
15796,91
8051,92
39774,92
54943,94
7922,94
65082,94
38328,94
25697,94
30589,94
19145,95
36704,95
41651,95
64380,95
18843,95
62283,96
50988,96
48623,97
36189,97
34656,98
2438,98
2135,98
19610,99
18664,99
503,99
63093,99
39477,99
26728,99
12004,100
49296,100
38438,101
60959,101
18708,101
34207,102
4943,102
44007,102
46352,102
23690,102
4646,103
14705,104
28336,104
56944,104
58413,104
54105,105
15522,107
33418,107
20164,107
26809,108
27987,108
50999,108
28348,109
13826,111
27820,111
40668,112
46725,112
54287,113
36074,113
17268,116
43923,116
303,117
8693,117
30587,118
7943,118
58526,119
36001,120
10414,120
47978,122
3945,122
59508,122
57744,123
59142,124
12428,124
44524,124
44887,125
22448,126
11328,126
8908,126
47500,127
36228,127
46452,128
48941,129
489,129
48596,130
18767,130
56759,130
62706,130
10971,131
58835,131
45129,132
32181,132
24026,133
51856,134
41627,134
6065,134
28646,135
12947,135
59935,136
52321,136
36989,136
18282,137
18691,137
55358,137
44408,138
32424,139
27189,139
30336,139
37006,140
29829,141
58672,141
55294,142
15657,142
65212,143
37129,143
3437,143
8165,146
59759,146
55434,146
14545,146
21118,147
46397,147
28424,147
8895,149
63335,150
55703,152
57060,152
20202,153
54766,153
38369,153
36725,153
62729,155
27743,155
49376,157
9041,157
18346,159
32604,160
10512,160
55447,160
35274,160
41121,160
36505,160
31782,160
23540,161
10491,161
43889,161
9398,162
33815,163
31837,163
7612,164
45705,166
13075,166
60283,166
35027,167
39825,167
16173,167
57687,167
55445,168
34699,168
55917,170
61849,170
63491,170
44532,170
9790,170
17724,171
36967,171
10243,173
20047,173
17205,174
35538,174
65033,174
37330,174
25629,175
8662,176
15638,176
61903,177
43296,177
64579,177
42324,178
4747,178
20507,178
33002,178
3482,179
37707,180
30976,181
19230,181
11772,181
24876,182
40163,182
21497,183
50125,184
3313,184
48438,185
41973,185
40239,186
10330,186
40438,187
34629,187
38011,188
41812,188
