0,21564
1,27117
2,16866
3,1818
4,18331
5,12106
6,12188
7,12214
8,30376
9,11457
10,1947
11,26065
12,3154
13,27928
14,18137
15,6794
16,15624
17,31629
18,4591
19,19754
20,964
21,15559
22,31286
23,19380
24,12361
25,21517
26,7724
27,25022
28,10921
29,26806
30,10521
31,27008
32,4105
33,24544
34,30194
35,29483
36,3240
37,24165
38,22909
39,30332
40,5918
41,9995
42,22454
43,17040
44,28898
45,10491
46,18546
47,8186
48,4111
49,21109
50,12098
51,22803
52,22120
53,31681
54,19098
55,7313
56,14745
57,32361
58,7730
59,28251
60,16576
61,19621
62,31917
63,6812
64,31531
65,7447
66,21625
67,24342
68,21603
69,32440
70,17398
71,16058
72,26986
73,26899
74,14554
75,13173
76,17218
77,7345
78,7892
79,12876
80,6830
81,26580
82,24943
83,13739
84,2365
85,9064
86,17722
87,16890
88,19331
89,31798
90,23590
91,6258
92,30890
93,23643
94,6447
95,3119
96,21290
97,2296
98,18238
99,11654
100,5844
101,18476
102,26446
103,16280
104,26645
105,9023
106,14798
107,11303
108,18553
109,6432
110,30535
111,27049
112,13422
113,21778
114,31807
115,1947
116,20043
117,15778
118,27741
119,21784
120,14992
121,28636
122,4302
123,21930
124,4463
125,31422
126,30182
127,30816
128,2444
129,28397
130,3083
131,17697
132,16386
133,5799
134,20431
135,29759
136,16806
137,27129
138,15708
139,9295
140,14735
141,4914
142,4885
143,8761
144,26838
145,6039
146,10106
147,30603
148,19354
149,30808
150,22092
151,13075
152,3911
153,24515
154,18674
155,8108
156,15896
157,11960
158,7708
159,23896
160,17371
161,32349
162,13478
163,4239
164,12277
165,27154
166,7615
167,7127
168,22693
169,13736
170,31306
171,6037
172,17293
173,9165
174,18308
175,31779
176,30574
177,4299
178,24296
179,12834
180,6963
181,9587
182,11600
183,32018
184,1585
185,13907
186,25948
187,29728
188,9645
189,9008
190,12567
191,32062
192,23454
193,19120
194,9944
195,32377
196,15029
197,26198
198,1383
199,14727
200,17307
201,25267
202,31585
203,1440
204,1914
205,2011
206,32222
207,23440
208,21438
209,1559
210,29264
211,26633
212,19229
213,15065
214,12207
215,6205
216,4052
217,16885
218,6867
219,21676
220,25396
221,9997
222,25121
223,24123
224,24158
225,19277
226,7273
227,391
228,10315
229,21337
230,20239
231,5240
232,19727
233,12676
234,8041
235,29209
236,6750
237,8259
238,13161
239,26791
240,9551
241,8417
242,1404
243,19944
244,23904
245,21108
246,12209
247,11709
248,20666
249,13583
250,29214
251,18171
252,1463
253,11577
254,30848
255,19063
256,3490
257,23454
258,8993
259,4192
260,13502
261,7429
262,22271
263,14290
264,29577
265,18050
266,6442
267,25767
268,1345
269,29165
270,31086
271,3985
272,18344
273,28306
274,4146
275,7270
276,18437
277,10794
278,5024
279,10938
280,8555
281,9739
282,18438
283,21683
284,4157
285,19611
286,20348
287,20505
288,24306
289,15114
290,7368
291,9645
292,4118
293,21313
294,3454
295,29372
296,27025
297,10773
298,28524
299,26867
300,17708
301,9665
302,30004
303,117
304,19025
305,24723
306,24123
307,4139
308,29970
309,9189
310,21954
311,16475
312,3694
313,3919
314,19795
315,2941
316,31183
317,16411
318,22111
319,16714
320,31702
321,3321
322,16165
323,16405
324,24155
325,10740
326,30421
327,22622
328,5552
329,18597
330,31990
331,3749
332,19238
333,2215
334,24581
335,12156
336,28883
337,19531
338,3935
339,27104
340,17042
341,17804
342,1121
343,25545
344,22602
345,20293
346,1741
347,32000
348,11636
349,26273
350,4207
351,13361
352,16855
353,22739
354,5121
355,25153
356,14230
357,30984
358,11085
359,16353
360,4717
361,29338
362,28817
363,26980
364,31800
365,2951
366,1831
367,21709
368,12981
369,27425
370,5989
371,28205
372,650
373,14599
374,16835
375,20012
376,29578
377,10323
378,19771
379,16101
380,2612
381,17173
382,5366
383,759
384,17020
385,2561
386,31012
387,4824
388,10191
389,15460
390,22316
391,17517
392,11857
393,23645
394,19717
395,4312
396,12649
397,17225
398,19427
399,27794
400,15231
401,23167
402,15895
403,26041
404,31492
405,19518
406,17456
407,31915
408,2227
409,16611
410,19815
411,27347
412,25367
413,31839
414,3898
415,19395
416,17230
417,28649
418,8278
419,23683
420,12044
421,5104
422,15034
423,17705
424,27619
425,7764
426,26906
427,8362
428,14273
429,26837
430,9089
431,14064
432,27322
433,7116
434,7995
435,7469
436,26119
437,28953
438,22002
439,12398
440,29775
441,9052
442,2071
443,7795
444,32550
445,23912
446,16004
447,28862
448,15828
449,15860
450,3935
451,19946
452,16727
453,17300
454,10817
455,25918
456,427
457,13544
458,28567
459,14466
460,20552
461,22803
462,5961
463,14353
464,21485
465,5231
466,10906
467,25904
468,29084
469,15744
470,21840
471,28318
472,18149
473,15910
474,21012
475,31597
476,6504
477,21782
478,30235
479,6159
480,24470
481,2954
482,8198
483,31156
484,18103
485,13112
486,3591
487,3028
488,23089
489,129
490,24390
491,31751
492,12295
493,5356
494,17539
495,14365
496,16032
497,3538
498,9212
499,4715
500,16330
501,27483
502,13457
503,99
504,17662
505,25513
506,21542
507,10088
508,24806
509,30290
510,7497
511,11232
512,2588
513,21524
514,20
515,30346
516,6965
517,28356
518,25173
519,25617
520,5118
521,17800
522,2797
523,4834
524,5
525,16710
526,23670
527,17211
528,9819
529,13660
530,9001
531,32133
532,26265
533,22674
534,31230
535,29412
536,26401
537,19020
538,2836
539,19468
540,30886
541,30725
542,12116
543,23126
544,21231
545,30456
546,12626
547,24339
548,3799
549,9760
550,14195
551,23840
552,409
553,11363
554,6485
555,10427
556,23882
557,9995
558,9323
559,10644
560,15015
561,7285
562,5096
563,807
564,28689
565,1805
566,16351
567,5962
568,22998
569,3194
570,18344
571,5890
572,30642
573,13589
574,15237
575,5531
576,918
577,14240
578,2437
579,20984
580,26023
581,11573
582,12713
583,10791
584,10634
585,16764
586,1350
587,27960
588,22751
589,13089
590,30122
591,32592
592,24331
593,14469
594,13826
595,1017
596,23099
597,7348
598,13436
599,700
600,32166
601,10392
602,11944
603,14834
604,26898
605,11372
606,25892
607,5079
608,6553
609,15730
610,12920
611,29152
612,22445
613,31721
614,2367
615,16975
616,18010
617,30010
618,7560
619,5124
620,30667
621,30322
622,15739
623,7318
624,11024
625,25332
626,7488
627,25762
628,5918
629,25456
630,6684
631,3683
632,26391
633,271
634,14557
635,27267
636,19404
637,240
638,25465
639,20273
640,18049
641,5080
642,10738
643,25972
644,4336
645,11813
646,2684
647,24767
648,18064
649,7172
650,1250
651,21701
652,13078
653,9700
654,32038
655,7566
656,27196
657,22827
658,12648
659,3531
660,3266
661,18727
662,18184
663,22375
664,24243
665,23623
666,13071
667,25182
668,4842
669,31115
670,459
671,1490
672,28628
673,10809
674,16826
675,22364
676,12664
677,978
678,5546
679,1184
680,19636
681,28228
682,12829
683,27428
684,30665
685,6753
686,18930
687,25186
688,7194
689,15504
690,11842
691,27675
692,5424
693,24514
694,9609
695,16111
696,24834
697,25768
698,15878
699,24363
700,9587
701,292
702,8036
703,14818
704,12061
705,21501
706,8089
707,30271
708,19789
709,24790
710,7951
711,28953
712,12110
713,2145
714,28673
715,5832
716,9963
717,20688
718,19753
719,3895
720,29743
721,4748
722,9112
723,28731
724,32367
725,23850
726,13285
727,27171
728,7819
729,10395
730,20105
731,8849
732,24176
733,9890
734,12170
735,12680
736,20961
737,18571
738,15703
739,29893
740,27768
741,19739
742,12019
743,11603
744,30951
745,27331
746,23894
747,7002
748,5508
749,27160
750,17425
751,3128
752,23045
753,17544
754,30000
755,3794
756,2695
757,6981
758,1124
759,16940
760,31702
